4.97002	0.254789	0.0649176
4.98002	0.264447	0.069932
4.99002	0.274078	0.0751185
5.00002	0.283681	0.0804749
5.01002	0.293256	0.0859991
5.02002	0.302802	0.0916889
5.03002	0.312317	0.097542
5.04002	0.321801	0.103556
5.05002	0.331253	0.109729
5.06002	0.340672	0.116058
5.07002	0.350057	0.12254
5.08002	0.359407	0.129173
5.09002	0.368721	0.135955
5.10002	0.377998	0.142882
5.11002	0.387237	0.149953
5.12002	0.396438	0.157163
5.13002	0.405599	0.16451
5.14002	0.414719	0.171992
5.15002	0.423798	0.179604
5.16002	0.432834	0.187345
5.17002	0.441827	0.195211
5.18002	0.450776	0.203199
5.19002	0.45968	0.211306
5.20002	0.468538	0.219528
5.21002	0.477349	0.227862
5.22002	0.486112	0.236305
5.23002	0.494827	0.244854
5.24003	0.503492	0.253504
5.25003	0.512107	0.262254
5.26003	0.520671	0.271098
5.27003	0.529182	0.280034
5.28003	0.537641	0.289058
5.29003	0.546046	0.298166
5.30003	0.554396	0.307355
5.31003	0.562691	0.316621
5.32003	0.57093	0.325961
5.33003	0.579111	0.33537
5.34003	0.587235	0.344845
5.35003	0.5953	0.354382
5.36003	0.603305	0.363977
5.37003	0.61125	0.373627
5.38003	0.619134	0.383327
5.39003	0.626956	0.393074
5.40003	0.634715	0.402863
5.41003	0.642411	0.412692
5.42003	0.650042	0.422555
5.43003	0.657609	0.432449
5.44003	0.66511	0.442371
5.45003	0.672544	0.452315
5.46003	0.679911	0.462279
5.47003	0.68721	0.472257
5.48003	0.69444	0.482247
5.49003	0.701601	0.492244
5.50003	0.708692	0.502244
5.51003	0.715711	0.512243
5.52003	0.72266	0.522237
5.53003	0.729536	0.532222
5.54003	0.736339	0.542195
5.55003	0.743068	0.55215
5.56003	0.749723	0.562085
5.57003	0.756303	0.571994
5.58003	0.762807	0.581875
5.59003	0.769236	0.591724
5.60003	0.775587	0.601535
5.61003	0.781861	0.611306
5.62003	0.788056	0.621032
5.63003	0.794173	0.63071
5.64003	0.80021	0.640336
5.65003	0.806167	0.649906
5.66003	0.812044	0.659415
5.67003	0.817839	0.668861
5.68004	0.823553	0.678239
5.69004	0.829184	0.687546
5.70004	0.834732	0.696778
5.71004	0.840197	0.705931
5.72004	0.845578	0.715002
5.73004	0.850874	0.723987
5.74004	0.856086	0.732882
5.75004	0.861211	0.741684
5.76004	0.866251	0.75039
5.77004	0.871203	0.758995
5.78004	0.876069	0.767497
5.79004	0.880847	0.775892
5.80004	0.885537	0.784176
5.81004	0.890139	0.792347
5.82004	0.894651	0.8004
5.83004	0.899074	0.808334
5.84004	0.903407	0.816144
5.85004	0.90765	0.823828
5.86004	0.911802	0.831382
5.87004	0.915862	0.838804
5.88004	0.919831	0.84609
5.89004	0.923709	0.853238
5.90004	0.927493	0.860244
5.91004	0.931185	0.867106
5.92004	0.934784	0.873822
5.93004	0.93829	0.880388
5.94004	0.941701	0.886802
5.95004	0.945019	0.893061
5.96004	0.948242	0.899162
5.97004	0.95137	0.905105
5.98004	0.954403	0.910885
5.99004	0.95734	0.916501
6.00004	0.960182	0.92195
6.01004	0.962928	0.92723
6.02004	0.965577	0.93234
6.03004	0.96813	0.937276
6.04004	0.970586	0.942038
6.05004	0.972945	0.946623
6.06004	0.975207	0.951029
6.07004	0.977371	0.955255
6.08004	0.979438	0.959298
6.09004	0.981406	0.963158
6.10004	0.983277	0.966833
6.11004	0.985049	0.970321
6.12005	0.986722	0.973621
6.13005	0.988297	0.976731
6.14005	0.989773	0.979651
6.15005	0.99115	0.982378
6.16005	0.992428	0.984913
6.17005	0.993607	0.987254
6.18005	0.994686	0.9894
6.19005	0.995666	0.99135
6.20005	0.996546	0.993104
6.21005	0.997327	0.99466
6.22005	0.998007	0.996019
6.23005	0.998589	0.997179
6.24005	0.99907	0.99814
6.25005	0.999451	0.998902
6.26005	0.999732	0.999465
6.27005	0.999914	0.999827
